Employee ID,Position Title,Department,Annual Salary,Review Score
72698,TRAFFIC CONTROL AIDE-HOURLY,EMERGENCY MGMT,16243,7.9
72702,POLICE OFFICER,POLICE,59783,6.9
72705,POOL MOTOR TRUCK DRIVER,WATER MGMT,55163,6.5
72721,FIREFIGHTER-EMT,FIRE,67049,6.2
72722,TRAFFIC CONTROL AIDE-HOURLY,EMERGENCY MGMT,16865,7.8
72724,SANITATION LABORER,SANITATION,55662,6.9
72726,POLICE OFFICER,POLICE,67553,7.4
72727,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,71208,6.3
72728,ELECTRICAL INSPECTOR,BUILDINGS,74167,6.1
72731,DISTRICT MANAGER - HUMAN SERVICES,FAMILY & SUPPORT,60438,6.9
72733,POLICE OFFICER,POLICE,51589,6
72734,FIREFIGHTER,FIRE,63202,5.6
72744,COMMUNITY ORGANIZER-CAPS,POLICE,50661,6.4
72751,PAINTER,WATER MGMT,66574,5.6
72756,MOTOR TRUCK DRIVER,SANITATION,55714,7
72757,POLICE OFFICER,POLICE,65895,6.1
72760,FIREFIGHTER,FIRE,63869,3.2
72763,POLICE OFFICER,POLICE,61589,7.3
72766,COMMANDER,POLICE,120570,7.9
72770,ACCOUNTANT IV,FINANCE,71383,8.4
72771,POLICE OFFICER,POLICE,67450,5.3
72773,POLICE OFFICER,POLICE,63336,7
72776,PARAMEDIC I/C,FIRE,69148,7.8
72777,PARKING ENFORCEMENT AIDE,FINANCE,41995,7.7
72782,DETENTION AIDE,POLICE,50499,4.1
72786,SUPPORT SERVICES COORD,FAMILY & SUPPORT,47299,7.8
72787,FIREFIGHTER-EMT,FIRE,64773,7.3
72788,MACHINIST (AUTOMOTIVE),GENERAL SERVICES,71719,5.2
72791,PARAMEDIC FIELD CHIEF,FIRE,98367,5.3
72793,POLICE OFFICER,POLICE,61039,5.8
72794,POLICE OFFICER,POLICE,63760,6.1
72800,CONCRETE LABORER,TRANSPORTATION,60280,5.9
72807,POLICE OFFICER,POLICE,64039,6.1
72809,POLICE OFFICER,POLICE,63448,7.6
72812,SERGEANT,POLICE,79918,5.5
72815,MOTOR TRUCK DRIVER,AVIATION,55540,7.6
72816,POLICE OFFICER,POLICE,59486,3.5
72817,POOL MOTOR TRUCK DRIVER,AVIATION,56090,5.1
72818,POLICE OFFICER,POLICE,61662,4.3
72824,MOTOR TRUCK DRIVER,SANITATION,55693,7
72825,ASST CORPORATION COUNSEL,LAW,77899,6.6
72833,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,73031,6.1
72835,SERGEANT,POLICE,82752,7.2
72838,FIREFIGHTER-EMT,FIRE,62347,7
72840,FILTRATION ENGINEER III,WATER MGMT,71894,6.9
72841,SERGEANT,POLICE,85716,6.2
72844,POLICE OFFICER,POLICE,54500,6
72846,POLICE OFFICER,POLICE,59179,5.2
72853,POLICE OFFICER,POLICE,63362,8
72859,FIREFIGHTER-EMT,FIRE,66588,6.9
72863,CIVIL ENGINEER III,TRANSPORTATION,71900,3.7
72867,SUPRVNG BUILDING/CONTRUCT INSPECTOR,BUILDINGS,90225,6.1
72870,FOSTER GRANDPARENT,FAMILY & SUPPORT,4114,6.4
72876,POLICE OFFICER,POLICE,61445,7.5
72879,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,68372,8.7
72881,LABORER,TRANSPORTATION,60926,7.9
72882,SUPERVISING CLERK,FINANCE,54919,4.8
72883,HUMAN SERVICE SPECIALIST II,FAMILY & SUPPORT,54755,4.6
72886,LAW CLERK,LAW,21015,8.1
72887,HOISTING ENGINEER - MECHANIC,GENERAL SERVICES,80286,5.2
72892,WARD SUPERINTENDENT,SANITATION,65664,7.2
72894,LAW CLERK,LAW,20489,6.1
72896,ELDER PROTECTIVE INVESTIGATOR I,FAMILY & SUPPORT,54963,6.2
72897,POLICE OFFICER,POLICE,51223,6.6
72902,LIEUTENANT-EMT,FIRE,84534,4
72906,FIREFIGHTER,FIRE,63928,6.2
72909,GENERAL LABORER - DSS,SANITATION,32284,5.5
72910,SERGEANT,POLICE,82904,7.3
72913,PERSONAL COMPUTER OPERATOR I,POLICE,38333,5.7
72914,TRAFFIC CONTROL AIDE-HOURLY,EMERGENCY MGMT,16336,7.6
72916,CUSTODIAL WORKER,AVIATION,33209,6.7
72918,POLICE OFFICER,POLICE,49052,7.2
72919,HOISTING ENGINEER,WATER MGMT,75383,7.6
72923,POLICE OFFICER,POLICE,64009,6.5
72924,LIEUTENANT-EMT,FIRE,82106,5.8
72929,AVIATION SECURITY OFFICER,AVIATION,46220,6.1
72932,ADMINISTRATIVE ASST II,BUSINESS AFFAIRS,39818,6.9
72939,ACCOUNTANT III,FINANCE,65450,3.5
72941,LIBRARIAN I,PUBLIC LIBRARY,54979,6
72943,LIBRARIAN I,PUBLIC LIBRARY,49446,3.4
72949,POLICE OFFICER,POLICE,61104,7
72952,POLICE OFFICER,POLICE,61964,5.7
72958,POLICE AGENT,POLICE,71366,5.9
72963,POLICE OFFICER,POLICE,59313,6.7
72968,ADMINISTRATIVE SERVICES OFFICER II,BUILDINGS,61413,7.2
72970,LIEUTENANT-EMT,FIRE,82426,6.6
72973,SENIOR DATA ENTRY OPERATOR,PUBLIC LIBRARY,38764,6.4
72977,TREE TRIMMER,SANITATION,57540,5.9
72978,FIREFIGHTER-EMT,FIRE,69411,8.3
72984,LAW CLERK,LAW,21115,6.1
72987,ASST PROGRAM DIR,HEALTH,39305,6.5
72988,FIREFIGHTER,FIRE,66111,7.2
72990,POOL MOTOR TRUCK DRIVER,SANITATION,56054,6
72994,PARAMEDIC,FIRE,51579,6.4
72995,ASST COMMISSIONER,CULTURAL AFFAIRS,74831,6.9
73001,LIBRARIAN IV,PUBLIC LIBRARY,67997,7.4
73006,TRAFFIC CONTROL AIDE-HOURLY,EMERGENCY MGMT,16481,6.1
73013,SUPERVISING ENFORCEMENT TECH,FINANCE,29164,6.6
73015,LIBRARY PAGE,PUBLIC LIBRARY,10112,6.1
73021,SUPERVISING SANITARIAN,HEALTH,69551,7.8
73023,FIREFIGHTER,FIRE,59669,4
73024,FIRE ENGINEER-EMT,FIRE,76782,7.7
73030,POLICE OFFICER,POLICE,65718,3.4
73034,POLICE OFFICER(ASGND AS LATENT PRINT EX),POLICE,70762,6
73035,ADMINISTRATIVE ASST II,FINANCE,40676,6.8
73036,ENVIRONMENTAL ENGINEER III,HEALTH,78252,6.7
73038,POLICE OFFICER,POLICE,64027,6.1
73039,GEN SUPT OF WATER MANAGEMENT,WATER MGMT,87749,6.9
73043,FINANCIAL OFFICER,WATER MGMT,84150,6.3
73046,WATCHMAN,GENERAL SERVICES,34922,5.4
73048,POLICE OFFICER,POLICE,63144,5.3
73051,CLINICAL THERAPIST III,HEALTH,71617,5.6
73053,ACCOUNTANT II,FINANCE,59887,6.5
73060,GARAGE ATTENDANT,GENERAL SERVICES,36750,6.1
73063,FIREFIGHTER,FIRE,40811,5.8
73067,PARAMEDIC I/C,FIRE,64433,5.7
73069,STAFF ASSISTANT - EXCLUDED,WATER MGMT,47624,6.1
73070,SERGEANT,POLICE,80656,7
73073,HEAD LIBRARY CLERK,PUBLIC LIBRARY,45540,7
73074,POLICE OFFICER,POLICE,34181,7.9
73075,SENIOR COMPANION,FAMILY & SUPPORT,3739,6.4
73076,SANITATION LABORER,SANITATION,56498,7.5
73081,POLICE COMMUNICATIONS OPERATOR II,EMERGENCY MGMT,60640,6
73083,MACHINIST (AUTOMOTIVE),GENERAL SERVICES,71768,5.3
73088,REPROGRAPHICS TECHNICIAN III,GENERAL SERVICES,33439,7.4
73090,TRAFFIC ENFORCEMENT TECH,FINANCE,24010,5.4
73101,ASST COMMISSIONER,CULTURAL AFFAIRS,65792,6.3
73104,STUDENT INTERN,LAW,12676,5.3
73108,PUBLIC HEALTH NURSE II,HEALTH,75662,6.1
73115,SANITATION LABORER,SANITATION,56165,5.4
73118,POLICE COMMUNICATIONS OPERATOR II,EMERGENCY MGMT,60073,8.4
73121,EXEC ADMINISTRATIVE ASST II,HEALTH,42753,6
73123,MOTOR TRUCK DRIVER,SANITATION,55533,5.5
73126,HOISTING ENGINEER,WATER MGMT,75621,6.6
73130,SERVICE WRITER,GENERAL SERVICES,52129,6.6
73137,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,70651,5.4
73138,SENIOR DATA ENTRY OPERATOR,POLICE,41818,4.8
73139,POLICE OFFICER,POLICE,51861,5.3
73150,LIEUTENANT-EMT,FIRE,84588,5.6
73151,LABORER,AVIATION,51209,5.9
73152,TREE TRIMMER,SANITATION,57741,7.2
73156,LABORER,TRANSPORTATION,60996,6.2
73159,POLICE COMMUNICATIONS OPERATOR II,EMERGENCY MGMT,57251,7.2
73160,FIREFIGHTER,FIRE,68252,5.3
73164,MEDICAL DIR,HEALTH,112592,7.1
73166,POLICE OFFICER,POLICE,61058,6.5
73167,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,73010,6.5
73169,FIREFIGHTER/PARAMEDIC,FIRE,68739,6.9
73176,STAFF ASST TO THE ALDERMAN,CITY COUNCIL,38274,6.8
73177,POLICE OFFICER,POLICE,59044,6.3
73179,FOREMAN OF MACHINISTS,TRANSPORTATION,75585,5.8
73180,POLICE OFFICER,POLICE,61338,6.3
73183,CUSTODIAL WORKER,AVIATION,33876,5.4
73185,POLICE OFFICER (ASSIGNED AS EVIDENCE TECHNICIAN),POLICE,70946,8.1
73188,POLICE OFFICER,POLICE,63203,5.8
73192,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,73138,6.7
73196,POLICE OFFICER,POLICE,59788,6.9
73199,STATIONARY FIREMAN,WATER MGMT,50146,7.4
73201,ASST CORPORATION COUNSEL,LAW,45914,6.2
73203,POLICE OFFICER,POLICE,51434,5.9
73205,POLICE OFFICER / FLD TRNG OFFICER,POLICE,62842,6.1
73206,BOILER INSPECTOR,BUILDINGS,74824,5.9
73207,POLICE OFFICER,POLICE,65421,5.5
73211,SENIOR LIBRARY CLERK - HOURLY,PUBLIC LIBRARY,14408,5.7
73214,POLICE OFFICER,POLICE,59323,8.9
73215,CHIEF ZONING PLAN EXAMINER,COMMUNITY DEVELOPMENT,87169,5.6
73218,SERGEANT,POLICE,83200,8.6
73223,POLICE OFFICER,POLICE,59822,5.1
73230,SERGEANT,POLICE,82949,6
73232,POLICE OFFICER,POLICE,61179,7
73236,POLICE OFFICER / FLD TRNG OFFICER,POLICE,62014,7.7
73239,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,70714,5.8
73242,POLICE OFFICER,POLICE,51876,5.8
73243,CONSTRUCTION LABORER,WATER MGMT,60853,7.7
73245,FIREFIGHTER-EMT,FIRE,64144,7.4
73250,LIBRARY PAGE,PUBLIC LIBRARY,10025,6.7
73251,OPERATING ENGINEER-GROUP A,GENERAL SERVICES,75561,6
73253,SANITATION LABORER,SANITATION,55838,5.9
73254,CONSTRUCTION LABORER,WATER MGMT,60439,8.4
73257,LABORER - APPRENTICE,WATER MGMT,54961,4.8
73261,HOISTING ENGINEER,TRANSPORTATION,74909,8.2
73265,FIREFIGHTER,FIRE,40664,6.2
73267,LIBRARIAN III,PUBLIC LIBRARY,62406,5.9
73273,HUMAN SERVICE SPECIALIST II,FAMILY & SUPPORT,48054,7.2
73274,POLICE OFFICER,POLICE,66156,5.8
73276,FIREFIGHTER-EMT,FIRE,62390,6.8
73277,SENIOR LIBRARY CLERK,PUBLIC LIBRARY,39829,8.1
73286,FIREFIGHTER,FIRE,65941,5.8
73288,FINGERPRINT TECHNICIAN II,POLICE,52952,7.3
73289,LIBRARIAN II,PUBLIC LIBRARY,60253,8.1
73292,PARAMEDIC I/C,FIRE,64778,6.3
73296,POLICE OFFICER,POLICE,59865,6
73298,MANAGER OF FINANCE,TRANSPORTATION,87382,6.4
73300,FIREFIGHTER,FIRE,66482,6.7
73301,POLICE OFFICER / FLD TRNG OFFICER,POLICE,64514,8.7
73302,SANITATION LABORER,SANITATION,56496,4.9
73307,ASST TO THE COMMISSIONER,WATER MGMT,56344,7.8
73308,FIRE ENGINEER-EMT,FIRE,71635,6.6
73312,PROGRAM DIRECTOR SPECIAL EVENTS,CULTURAL AFFAIRS,81715,5.6
73315,FOREMAN OF STATION LABORERS,WATER MGMT,40412,7.5
73318,ADMINISTRATIVE SERVICES OFFICER II,POLICE,58578,5.5
73319,CONCRETE LABORER,TRANSPORTATION,61153,5.7
73320,POLICE OFFICER,POLICE,67570,7
73322,FILTRATION ENGINEER III,WATER MGMT,71187,5.5
73325,POLICE OFFICER,POLICE,59944,7.1
73326,POLICE OFFICER,POLICE,53757,6.8
73328,POLICE OFFICER (ASSIGNED AS EVIDENCE TECHNICIAN),POLICE,66558,4.1
73331,SERGEANT,POLICE,85479,5.8
73332,POLICE OFFICER,POLICE,56386,6.4
73335,MOTOR TRUCK DRIVER,WATER MGMT,55379,7.7
73338,SANITATION LABORER,SANITATION,56341,7.5
73342,LIEUTENANT,FIRE,80723,7.8
73344,FIREFIGHTER-EMT,FIRE,62279,6.9
73349,POLICE OFFICER,POLICE,51718,6.9
73352,FIREFIGHTER,FIRE,40653,7.1
73356,SANITATION LABORER,SANITATION,56482,5.3
73361,POLICE OFFICER,POLICE,59482,7.4
73363,PROJECT MANAGER,SANITATION,55460,7.1
73368,POLICE OFFICER,POLICE,59244,4.9
73372,POLICE OFFICER,POLICE,66063,7.2
73374,PARAMEDIC I/C,FIRE,64232,6.3
73375,CRIMINAL HISTORY ANALYST,POLICE,63252,4.8
73376,LIBRARIAN I,PUBLIC LIBRARY,54584,7.3
73377,ASST CHIEF OPERATING ENGINEER,WATER MGMT,83138,8.1
73379,AVIATION SECURITY OFFICER,AVIATION,62767,4.4
73381,COMMUNICATIONS OPERATIONS MANAGER,EMERGENCY MGMT,78114,5.3
73386,POLICE OFFICER,POLICE,61757,6.7
73389,FOREMAN OF CEMENT FINISHERS,TRANSPORTATION,72106,4.9
73392,TRAINING & DEVELOPMENT ANALYST,HUMAN RESOURCES,63338,6.2
73393,POLICE OFFICER,POLICE,56260,6.6
73394,DIR OF MARKETING,PUBLIC LIBRARY,91250,7.6
73398,CLERK III,HEALTH,38288,7.8
73399,SANITATION LABORER,SANITATION,55795,5.7
73400,LIBRARIAN III,PUBLIC LIBRARY,66112,6.4
73404,SANITATION LABORER,SANITATION,56356,7.9
73405,PERSONAL COMPUTER OPERATOR I,POLICE,36479,5.9
73406,SERGEANT,POLICE,80316,6.6
73409,GENERAL LABORER - DSS,SANITATION,33397,6
73410,POLICE OFFICER,POLICE,59157,7
73412,LINEMAN,TRANSPORTATION,73463,6.9
73416,COORD OF SPECIAL PROJECTS,FAMILY & SUPPORT,63936,7.1
73419,POLICE OFFICER,POLICE,51746,7.5
73420,AVIATION SECURITY OFFICER,AVIATION,48269,7.5
73421,BATTALION CHIEF - EMT,FIRE,100211,6.2
73426,TIMEKEEPER - CPD,POLICE,50146,8
73431,POLICE OFFICER,POLICE,51274,6.5
73432,POLICE OFFICER,POLICE,63611,8.8
73433,POLICE OFFICER,POLICE,59597,6.6
73434,POLICE OFFICER,POLICE,61999,5.9
73440,POLICE OFFICER,POLICE,59792,6.6
73442,STAFF ASST TO THE ALDERMAN,CITY COUNCIL,39839,5.1
73444,POLICE OFFICER,POLICE,63987,5
73446,FIREFIGHTER,FIRE,61124,6.4
73451,POLICE OFFICER,POLICE,66183,3.8
73457,FIREFIGHTER-EMT,FIRE,69432,7.6
73464,FIRE ENGINEER,FIRE,68317,7
73467,POLICE OFFICER,POLICE,65497,6.1
73468,PROGRAM DIR,HEALTH,52648,4.5
73469,SENIOR DATA ENTRY OPERATOR,PUBLIC LIBRARY,46268,5.3
73471,FIREFIGHTER (PER ARBITRATORS AWARD)-PARAMEDIC,FIRE,73317,7.7
73480,FIRE ENGINEER-EMT,FIRE,71590,6.1
73481,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,69146,6.7
73496,POLICE OFFICER / FLD TRNG OFFICER,POLICE,64372,4.7
73497,FIREFIGHTER-EMT,FIRE,62815,6.1
73498,POLICE OFFICER,POLICE,34312,5.7
73501,POLICE OFFICER,POLICE,63320,6.7
73505,DATA ENTRY OPERATOR,SANITATION,39956,6.4
73507,POLICE OFFICER,POLICE,34806,5
73521,POLICE OFFICER,POLICE,61711,5.1
73523,LIEUTENANT-EMT,FIRE,79194,7
73529,SANITATION LABORER,SANITATION,56569,5.5
73535,LIEUTENANT-EMT,FIRE,79620,5.5
73536,PROJECT COORD,COMMUNITY DEVELOPMENT,61177,7.3
73538,POLICE OFFICER,POLICE,59520,6.1
73539,CEMENT FINISHER,TRANSPORTATION,69406,6
73542,SANITATION LABORER,SANITATION,56323,7.7
73545,AVIATION SECURITY OFFICER - HOURLY,AVIATION,18616,6.2
73548,CHIEF LANDSCAPE ARCHITECT,COMMUNITY DEVELOPMENT,69195,3.9
73550,HOISTING ENGINEER,SANITATION,75698,7.6
73554,POLICE OFFICER,POLICE,59758,6.9
73555,POLICE OFFICER,POLICE,63151,6.8
73565,PARAMEDIC I/C,FIRE,63906,8.1
73566,MACHINIST (AUTO) POLICE MOTOR MAINT,GENERAL SERVICES,72121,6.9
73567,POLICE OFFICER,POLICE,59947,6.9
73571,POLICE OFFICER,POLICE,59435,6.4
73572,POLICE OFFICER,POLICE,64027,5.5
73577,SERGEANT,POLICE,83142,7.8
73579,ELECTRICAL MECHANIC,WATER MGMT,70641,7
73580,POLICE OFFICER,POLICE,59079,6.4
73581,FIREFIGHTER/PARAMEDIC,FIRE,65550,7.9
73585,FIREFIGHTER,FIRE,64012,8.6
73586,POLICE OFFICER,POLICE,61628,6.3
73588,POLICE OFFICER,POLICE,63694,7.2
73595,COORD OF PAYMENT SERVICES,FINANCE,50055,6.2
73596,MOTOR TRUCK DRIVER,SANITATION,55397,7.5
73605,SERGEANT,POLICE,86031,5.7
73613,FOREMAN OF CEMENT FINISHERS,TRANSPORTATION,72869,8.7
73614,ASPHALT LABORER,TRANSPORTATION,60952,7.8
73621,STUDENT INTERN,COMMUNITY DEVELOPMENT,11349,5.3
73622,ASST COMMISSIONER,BUSINESS AFFAIRS,64466,6.2
73623,MACHINIST (AUTOMOTIVE),GENERAL SERVICES,71308,6.7
73624,PARAMEDIC FIELD CHIEF,FIRE,96286,5.8
73627,POLICE OFFICER,POLICE,51068,5.8
73628,POLICE OFFICER,POLICE,63888,5.9
73632,LIBRARY CLERK,PUBLIC LIBRARY,37176,6.8
73634,ASST COMMISSIONER,COMMUNITY DEVELOPMENT,78474,5.9
73636,POOL MOTOR TRUCK DRIVER,TRANSPORTATION,55398,4.9
73639,POLICE OFFICER,POLICE,59422,6.8
73641,PUBLIC HEALTH NURSE II,HEALTH,75687,5.7
73645,POLICE OFFICER,POLICE,63407,4.8
73647,POLICE OFFICER,POLICE,63675,7.2
73653,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,73149,8.6
73659,POLICE COMMUNICATIONS OPERATOR II,EMERGENCY MGMT,50683,5.9
73669,POLICE OFFICER,POLICE,63791,6.5
73670,POLICE OFFICER,POLICE,61723,7.2
73673,POLICE OFFICER,POLICE,63453,6.5
73675,SERGEANT,POLICE,83247,6.3
73678,POLICE OFFICER,POLICE,61011,6.2
73679,FIREFIGHTER-EMT,FIRE,62460,7.8
73683,ELECTRICAL MECHANIC,WATER MGMT,70546,5.6
73684,DISPATCHER - ASPHALT,TRANSPORTATION,61004,6.3
73689,STAFF ASST,BUILDINGS,46525,5.8
73690,CONSTRUCTION LABORER,WATER MGMT,60258,5.5
73695,PARAMEDIC,FIRE,51903,6.6
73706,POLICE OFFICER,POLICE,61566,6.8
73709,AMBULANCE COMMANDER,FIRE,87907,6.9
73713,FIRE ENGINEER,FIRE,69074,4.5
73717,AUDITOR IV,FINANCE,85095,5.5
73721,SANITARIAN II,HEALTH,40000,7.3
73723,POLICE OFFICER,POLICE,61115,6.5
73724,SERGEANT,POLICE,80710,6.6
73727,POLICE OFFICER,POLICE,61375,8.6
73728,POLICE OFFICER,POLICE,56547,6.1
73732,POLICE OFFICER,POLICE,61786,7.2
73734,POLICE OFFICER,POLICE,61808,6.7
73737,POLICE OFFICER,POLICE,63869,8.3
73738,BATTALION CHIEF - EMT,FIRE,100952,6.3
73746,CAPTAIN-EMT,FIRE,92453,5.8
73748,POOL MOTOR TRUCK DRIVER,AVIATION,55366,6.9
73751,LIEUTENANT-EMT,FIRE,84377,7.7
73760,SERGEANT,POLICE,80503,6.3
73763,FIRE ENGINEER-EMT,FIRE,72205,5.5
73775,TRAFFIC CONTROL AIDE-HOURLY,EMERGENCY MGMT,16315,5.8
73781,HR RECORDS SPECIALIST,HUMAN RESOURCES,37613,6.5
73783,POLICE OFFICER,POLICE,66355,6.9
73784,POLICE OFFICER,POLICE,63845,5.3
73788,ELECTRICAL MECHANIC,WATER MGMT,70084,6.6
73789,POLICE OFFICER,POLICE,66218,6.1
73790,POLICE OFFICER,POLICE,59674,7.2
73796,POLICE OFFICER,POLICE,65851,6.3
73797,LEGISLATIVE AIDE,CITY COUNCIL,29658,6
73798,PARAMEDIC I/C,FIRE,66899,8.4
73803,FIREFIGHTER (PER ARBITRATORS AWARD)-PARAMEDIC,FIRE,71734,6.9
73804,POLICE OFFICER,POLICE,61772,7.4
73807,PARAMEDIC,FIRE,56818,5.7
73809,POLICE OFFICER,POLICE,65757,7
73812,HOISTING ENGINEER - MECHANIC,GENERAL SERVICES,79942,6.2
73813,FIREFIGHTER,FIRE,40045,6.9
73816,PARAMEDIC,FIRE,66602,5.3
73820,FIREFIGHTER-EMT,FIRE,61995,7.7
73823,POLICE OFFICER (ASGND AS MARINE OFFICER),POLICE,71134,5.9
73824,SERVICE WRITER,GENERAL SERVICES,49576,5.6
73825,PARAMEDIC FIELD CHIEF,FIRE,98985,6.6
73829,FOREMAN OF MACHINISTS,AVIATION,75889,6.5
73833,MOTOR TRUCK DRIVER,SANITATION,56058,7.2
73834,POOL MOTOR TRUCK DRIVER,TRANSPORTATION,55491,4.2
73835,SERGEANT,POLICE,83104,6.4
73836,POLICE OFFICER,POLICE,59685,6.4
73838,POOL MOTOR TRUCK DRIVER,SANITATION,55810,7
73839,FIREFIGHTER-EMT,FIRE,62512,7
73840,PARAMEDIC I/C,FIRE,64647,5.8
73843,GENERAL FOREMAN OF CONSTRUCTION LABORERS,TRANSPORTATION,67676,5.8
73845,FIREFIGHTER/PARAMEDIC,FIRE,70535,5.1
73847,HOSPITALITY WORKER,FAMILY & SUPPORT,8757,7.7
73849,POOL MOTOR TRUCK DRIVER,AVIATION,55453,6.3
73854,FIREFIGHTER,FIRE,68738,7.5
73855,LIEUTENANT,FIRE,76156,5.9
73859,POLICE OFFICER,POLICE,61867,6.5
73861,PARAMEDIC,FIRE,61451,7.9
73864,DEPUTY DIR,FINANCE,92784,7
73867,POLICE OFFICER,POLICE,59249,3.7
73868,POLICE OFFICER,POLICE,61009,5.7
73877,LIEUTENANT-EMT,FIRE,85054,6
73879,LIEUTENANT-EMT,FIRE,84336,8.5
73880,POLICE OFFICER,POLICE,63614,5.9
73885,ADMINISTRATIVE ASST III,AVIATION,50541,5.3
73888,SERGEANT,POLICE,83268,7.5
73897,SANITATION LABORER,SANITATION,56273,7
73899,POOL MOTOR TRUCK DRIVER,SANITATION,45025,5.7
73900,CARPENTER,AVIATION,69425,6.4
73901,FIREFIGHTER,FIRE,68189,6.1
73905,FIREFIGHTER,FIRE,59437,5.7
73908,MOTOR TRUCK DRIVER,AVIATION,55915,5.8
73910,POLICE OFFICER,POLICE,61517,5.4
73911,FIREFIGHTER-EMT,FIRE,62487,7
73914,FIELD SUPVSR I - PARKING ENFORCEMENT,FINANCE,46278,5.6
73917,FINANCE OFFICER,LAW,62920,6.7
73920,SERGEANT,POLICE,80777,4.2
73923,ADMINISTRATIVE ASST II,BUSINESS AFFAIRS,42095,6.1
73924,SR PROCUREMENT SPECIALIST,PROCUREMENT,60510,5.6
73925,FIREFIGHTER-EMT,FIRE,62355,5.8
73930,SANITATION LABORER,SANITATION,56012,6.2
73932,POLICE OFFICER,POLICE,34283,4
73933,POLICE OFFICER,POLICE,63227,6.5
73938,CONSTRUCTION LABORER,WATER MGMT,60765,6.7
73944,POLICE OFFICER,POLICE,63434,7.9
73946,PLUMBING INSPECTOR,BUILDINGS,77048,5.2
73947,FIREFIGHTER-EMT,FIRE,62325,5.2
73948,POLICE OFFICER,POLICE,63389,6.4
73960,FIREFIGHTER,FIRE,40313,6
73963,POLICE OFFICER,POLICE,59356,7.1
73968,SANITATION LABORER,SANITATION,56527,7.4
73969,CARPENTER,GENERAL SERVICES,69951,4.7
73981,POLICE OFFICER,POLICE,63816,6.6
73983,PLUMBER,WATER MGMT,75394,6.4
73985,SANITATION LABORER,SANITATION,55653,5.6
73990,LIBRARY CLERK - HOURLY,PUBLIC LIBRARY,12879,6.6
73991,PUBLIC HEALTH NURSE II,HEALTH,71747,6.5
73992,FIREFIGHTER (PER ARBITRATORS AWARD)-PARAMEDIC,FIRE,71763,6
73993,FIREFIGHTER,FIRE,63739,8
73998,PARKING ENFORCEMENT AIDE,FINANCE,38935,7.1
74000,SENIOR DATA ENTRY OPERATOR,POLICE,41659,6.7
74001,OPERATING ENGINEER-GROUP A,WATER MGMT,75109,7.4
74008,POLICE OFFICER,POLICE,61700,5.9
74015,POLICE OFFICER,POLICE,61702,7.8
74018,POLICE OFFICER,POLICE,59298,7.3
74019,FOREMAN OF CEMENT FINISHERS,TRANSPORTATION,72940,5.1
74024,POLICE OFFICER,POLICE,67589,5.6
74027,POLICE OFFICER,POLICE,59151,6.7
74029,SANITATION LABORER,SANITATION,55595,5.7
74033,POLICE OFFICER,POLICE,59501,6.9
74036,LIEUTENANT-EMT,FIRE,77103,5.5
74037,LIBRARIAN III,PUBLIC LIBRARY,65643,6.5
74038,DIR OF INFORMATION SYSTEMS,EMERGENCY MGMT,82502,5.8
74041,TRAFFIC CONTROL AIDE-HOURLY,EMERGENCY MGMT,16640,7.1
74042,FIREFIGHTER-EMT,FIRE,64762,4.7
74047,LINEMAN,EMERGENCY MGMT,73137,7.5
74049,DEPUTY CITY TREASURER,TREASURER,89090,6
74050,POLICE COMMUNICATIONS OPERATOR I,EMERGENCY MGMT,55097,6.3
74055,SANITATION LABORER,SANITATION,56046,7.9
74057,POLICE OFFICER,POLICE,61264,4.4
74059,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,73344,6.2
74063,POLICE OFFICER,POLICE,61890,6
74073,POLICE OFFICER,POLICE,66130,5.5
74079,POLICE OFFICER,POLICE,61555,6.6
74080,MACHINIST (AUTO) POLICE MOTOR MAINT,GENERAL SERVICES,71460,6.4
74081,SANITATION LABORER,SANITATION,55772,4.3
74082,POLICE OFFICER,POLICE,61081,8.2
74086,LAMP MAINTENANCE WORKER,TRANSPORTATION,45848,6.7
74091,POLICE OFFICER,POLICE,59882,7.1
74094,PERSONAL ASSISTANT,FAMILY & SUPPORT,63088,7.4
74100,POLICE OFFICER,POLICE,59693,5.6
74104,SANITATION CLERK,SANITATION,43833,6.3
74109,POLICE OFFICER,POLICE,61977,7.4
74111,POLICE OFFICER,POLICE,61318,6.4
74113,ELECTRICAL MECHANIC,EMERGENCY MGMT,69856,5.9
74114,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,68515,5.4
74116,POLICE OFFICER,POLICE,61920,3.4
74118,SR PROCUREMENT SPECIALIST,PROCUREMENT,60389,6.6
74119,WATCHMAN,WATER MGMT,34591,5.7
74120,DIR OF ACCOUNTING,FINANCE,72868,6.8
74128,LIBRARIAN IV,PUBLIC LIBRARY,68458,6.9
74138,POLICE OFFICER,POLICE,63185,6.3
74141,POLICE OFFICER,POLICE,51703,8.1
